,container,date,location,status
1077,EGSU3001943,2019-03-14,BUENAVENTURA (CO),Empty container returned
1078,EGSU3025190,2019-03-13,BUENAVENTURA (CO),Empty container returned
1079,EGSU3094400,2019-03-14,BUENAVENTURA (CO),Empty container returned
1080,EGSU3126581,2019-03-14,BUENAVENTURA (CO),Empty container returned
1081,EISU2060061,2019-03-15,BUENAVENTURA (CO),Empty container returned
1082,EMCU6075621,2019-02-13,BUENAVENTURA (CO),Empty container returned
1083,MAGU2368911,2019-03-13,BUENAVENTURA (CO),Empty container returned
1084,MAGU2406082,2019-03-14,BUENAVENTURA (CO),Empty container returned
1085,EMCU9423124,2019-03-11,BUENAVENTURA (CO),Empty container returned
1086,EMCU9495422,2019-03-14,BUENAVENTURA (CO),Empty container returned
1087,EMCU9580231,2019-03-11,BUENAVENTURA (CO),Empty container returned
1088,EMCU9597996,2019-03-18,BUENAVENTURA (CO),Empty container returned
1089,EMCU9661987,2019-03-15,BUENAVENTURA (CO),Empty container returned
1090,EMCU9666720,2019-03-13,BUENAVENTURA (CO),Empty container returned
1091,EMCU9767686,2019-03-19,BUENAVENTURA (CO),Empty container returned
1092,EMCU9769930,2019-03-18,BUENAVENTURA (CO),Empty container returned
1093,EMCU9776965,2019-03-15,BUENAVENTURA (CO),Empty container returned
1094,EMCU9785416,2019-03-12,BUENAVENTURA (CO),Empty container returned
1095,EMCU9821935,2019-03-15,BUENAVENTURA (CO),Empty container returned
1096,EMCU9877718,2019-03-08,BUENAVENTURA (CO),Empty container returned
1097,EMCU9898480,2019-03-06,BUENAVENTURA (CO),Empty container returned
1098,CLHU9028037,2019-03-13,BUENAVENTURA (CO),Empty container returned
1099,EGHU9114223,2019-03-06,BUENAVENTURA (CO),Empty container returned
1100,EGHU9142879,2019-03-12,BUENAVENTURA (CO),Empty container returned
1101,EGHU9153997,2019-03-18,BUENAVENTURA (CO),Empty container returned
1102,EGHU9182188,2019-03-06,BUENAVENTURA (CO),Empty container returned
1103,HMCU9010376,2019-03-15,BUENAVENTURA (CO),Empty container returned
1104,HMCU9037438,2019-03-14,BUENAVENTURA (CO),Empty container returned
1105,HMCU9054369,2019-03-19,BUENAVENTURA (CO),Empty container returned
1106,HMCU9069219,2019-03-09,BUENAVENTURA (CO),Empty container returned
1107,HMCU9087742,2019-03-12,BUENAVENTURA (CO),Empty container returned
1108,HMCU9101310,2019-03-16,BUENAVENTURA (CO),Empty container returned
1109,HMCU9149973,2019-03-07,BUENAVENTURA (CO),Empty container returned
1110,HMCU9151163,2019-03-19,BUENAVENTURA (CO),Empty container returned
1111,TGHU0240858,2019-02-26,BUENAVENTURA (CO),Empty container returned
1112,EGHU1029300,2019-03-08,BUENAVENTURA (CO),Empty container returned
1113,EGHU1048850,2019-03-08,BUENAVENTURA (CO),Empty container returned
1114,EISU1536364,2019-03-09,BUENAVENTURA (CO),Empty container returned
1115,EISU1703353,2019-03-07,BUENAVENTURA (CO),Empty container returned
1116,EISU1785644,2019-03-15,BUENAVENTURA (CO),Empty container returned
1117,EISU1822780,2019-03-09,BUENAVENTURA (CO),Empty container returned
1118,EISU1834456,2019-03-11,BUENAVENTURA (CO),Empty container returned
1119,EISU1846077,2019-03-19,BUENAVENTURA (CO),Empty container returned
1120,EISU1852887,2019-03-07,BUENAVENTURA (CO),Empty container returned
1121,EMCU1285543,2019-03-08,BUENAVENTURA (CO),Empty container returned
1122,EMCU1289805,2019-03-12,BUENAVENTURA (CO),Empty container returned
1123,EMCU1292882,2019-03-13,BUENAVENTURA (CO),Empty container returned
1124,EMCU1300890,2019-03-08,BUENAVENTURA (CO),Empty container returned
1125,EMCU1301222,2019-03-16,BUENAVENTURA (CO),Empty container returned
1126,EMCU1301367,2019-03-16,BUENAVENTURA (CO),Empty container returned
1127,EMCU1302574,2019-03-20,BUENAVENTURA (CO),Empty container returned
1128,EMCU1343995,2019-03-11,BUENAVENTURA (CO),Empty container returned
1129,EMCU1457339,2019-03-18,BUENAVENTURA (CO),Empty container returned
1130,HMCU1032701,2019-03-08,BUENAVENTURA (CO),Empty container returned
1131,HMCU1049710,2019-03-13,BUENAVENTURA (CO),Empty container returned
1132,HMCU1066804,2019-03-08,BUENAVENTURA (CO),Empty container returned
1133,HMCU1096408,2019-03-20,BUENAVENTURA (CO),Empty container returned
1134,HMCU1098838,2019-03-14,BUENAVENTURA (CO),Empty container returned
1135,HMCU1099768,2019-03-11,BUENAVENTURA (CO),Empty container returned
1136,IMTU1002262,2019-03-19,BUENAVENTURA (CO),Empty container returned
1137,IMTU1065281,2019-03-16,BUENAVENTURA (CO),Empty container returned
1138,EGHU9230115,2019-03-11,BUENAVENTURA (CO),Empty container returned
1139,EGHU9263314,2019-03-19,BUENAVENTURA (CO),Empty container returned
1140,EGHU9350208,2019-03-19,BUENAVENTURA (CO),Empty container returned
1141,EGHU9378334,2019-03-12,BUENAVENTURA (CO),Empty container returned
1142,EGSU9055700,2019-03-18,BUENAVENTURA (CO),Empty container returned
1143,EGSU9115162,2019-03-20,BUENAVENTURA (CO),Empty container returned
1144,EGSU9123661,2019-03-19,BUENAVENTURA (CO),Empty container returned
1145,EGSU9171382,2019-03-08,BUENAVENTURA (CO),Empty container returned
1146,EGSU9194990,2019-03-08,BUENAVENTURA (CO),Empty container returned
1147,EISU9037736,2019-03-18,BUENAVENTURA (CO),Empty container returned
1148,EISU9060551,2019-03-07,BUENAVENTURA (CO),Empty container returned
1149,EISU9063078,2019-03-13,BUENAVENTURA (CO),Empty container returned
1150,EISU9107200,2019-03-13,BUENAVENTURA (CO),Empty container returned
1151,HMCU9158717,2019-03-19,BUENAVENTURA (CO),Empty container returned
1152,IMTU9013751,2019-03-14,BUENAVENTURA (CO),Empty container returned
1153,IMTU9052824,2019-03-06,BUENAVENTURA (CO),Empty container returned
1154,IMTU9078731,2019-03-16,BUENAVENTURA (CO),Empty container returned
1155,IMTU9090085,2019-03-07,BUENAVENTURA (CO),Empty container returned
1156,LTIU8022345,2019-03-09,BUENAVENTURA (CO),Empty container returned
1157,LTIU8025046,2019-03-09,BUENAVENTURA (CO),Empty container returned
1158,MAGU5282494,2019-03-06,BUENAVENTURA (CO),Empty container returned
1159,MAGU5301660,2019-03-14,BUENAVENTURA (CO),Empty container returned
1160,MAGU5309701,2019-03-07,BUENAVENTURA (CO),Empty container returned
1161,MAGU5378153,2019-03-11,BUENAVENTURA (CO),Empty container returned
1162,MAGU5413188,2019-03-20,BUENAVENTURA (CO),Empty container returned
1163,MAGU5425281,2019-03-12,BUENAVENTURA (CO),Empty container returned
1164,MAGU5444492,2019-03-09,BUENAVENTURA (CO),Empty container returned
1165,MAGU5461993,2019-03-15,BUENAVENTURA (CO),Empty container returned
1166,MAGU5489373,2019-03-16,BUENAVENTURA (CO),Empty container returned
1167,MAGU5635626,2019-03-16,BUENAVENTURA (CO),Empty container returned
1168,EISU9115715,2019-03-18,BUENAVENTURA (CO),Empty container returned
1169,EISU9141381,2019-03-13,BUENAVENTURA (CO),Empty container returned
1170,EISU9172248,2019-03-15,BUENAVENTURA (CO),Empty container returned
1171,EISU9188012,2019-03-16,BUENAVENTURA (CO),Empty container returned
1172,EISU9197307,2019-03-15,BUENAVENTURA (CO),Empty container returned
1173,EISU9235984,2019-03-16,BUENAVENTURA (CO),Empty container returned
1174,EISU9244219,2019-03-14,BUENAVENTURA (CO),Empty container returned
1175,EISU9256694,2019-03-16,BUENAVENTURA (CO),Empty container returned
1176,EISU9333851,2019-03-15,BUENAVENTURA (CO),Empty container returned
1177,EISU9354936,2019-02-26,BUENAVENTURA (CO),Empty container returned
1178,EISU9356841,2019-03-12,BUENAVENTURA (CO),Empty container returned
1179,EISU9372020,2019-03-08,BUENAVENTURA (CO),Empty container returned
1180,EISU9427863,2019-02-22,BUENAVENTURA (CO),Empty container returned
1181,EISU9458904,2019-03-15,BUENAVENTURA (CO),Empty container returned
1182,EGHU9123740,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1183,EGHU9181561,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1184,EGHU9340149,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1185,TEMU6086795,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1186,TEMU6275700,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1187,EGHU3657563,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1188,EMCU6021081,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1189,EGHU3070684,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1190,EISU2102110,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1191,EISU2258530,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1192,EMCU6073341,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1193,GATU1301543,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1194,HMCU3062393,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1195,MAGU2317200,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1196,MAGU2336386,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1197,TEMU0660186,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1198,TEMU0793023,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1199,TEMU3602840,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1200,TEMU4271984,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1201,EISU3672729,2019-03-24,BUENAVENTURA (CO),Transship container loaded on vessel
1202,EGHU9394762,2019-03-24,BUENAVENTURA (CO),Loaded (FCL) on vessel
1203,EGHU3198802,2019-03-23,BUENAVENTURA (CO),Loaded (FCL) on vessel
1204,EGHU9142550,2019-03-24,BUENAVENTURA (CO),Loaded (FCL) on vessel
1205,EGSU3033869,2019-04-03,SANTIAGO (CL),Empty container returned
1206,TEMU3626626,2019-04-18,SAN ANTONIO (CL),Received (FCL)
1207,EGHU9160532,2019-04-02,CALLAO (PE),Empty container returned
1208,EGHU9351400,2019-04-12,BUENAVENTURA (CO),Discharged (FCL)
1209,MAGU5445992,2019-04-02,CALLAO (PE),Empty container returned
1210,TGBU5827595,2019-04-17,BUENAVENTURA (CO),Pick-up by merchant haulage
1211,EMCU9857270,2019-04-12,BOGOTA (CO),Empty pick-up by merchant haulage
1212,TEMU7155680,2019-04-16,CALLAO (PE),Empty container returned
1213,MAGU5419083,2019-04-09,CALLAO (PE),Empty container returned under damaged condition
1214,HMCU9024153,2019-04-04,CALLAO (PE),Empty container returned under damaged condition
1215,EISU9359455,2019-04-03,CALLAO (PE),Empty container returned under damaged condition
1216,EMCU1423093,2019-04-01,CALLAO (PE),Empty container returned
1217,EISU1783549,2019-04-03,CALLAO (PE),Empty container returned
1218,EMCU9764748,2019-04-01,CALLAO (PE),Empty container returned
1219,EGSU1018119,2019-04-04,CALLAO (PE),Empty container returned
1220,HMCU9001142,2019-04-06,CALLAO (PE),Empty container returned
1221,EMCU1284830,2019-04-10,CALLAO (PE),Empty container returned
1222,CLHU4738273,2019-04-15,CALLAO (PE),Empty container returned
1223,HMCU9046790,2019-04-13,CALLAO (PE),Empty container returned
1224,HMCU9038408,2019-04-13,CALLAO (PE),Empty container returned
1225,IMTU9015158,2019-04-13,CALLAO (PE),Empty container returned
1226,EGHU3209960,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1227,EGHU3530500,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1228,EGHU3602771,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1229,EGSU3096110,2019-04-08,SAN ANTONIO (CL),Pick-up by merchant haulage
1230,EISU2113259,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1231,EISU2178780,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1232,EISU2232330,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1233,EISU3913554,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1234,EMCU3974536,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1235,HMCU3077808,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1236,TGHU0258760,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1237,IMTU9004636,2019-03-15,MANZANILLO (MX),Loaded (FCL) on vessel
1238,EISU9300441,2019-03-15,MANZANILLO (MX),Loaded (FCL) on vessel
1239,HMCU9091378,2019-03-15,MANZANILLO (MX),Loaded (FCL) on vessel
1240,EGHU1022434,2019-03-15,MANZANILLO (MX),Loaded (FCL) on vessel
1241,EGHU3385207,2019-03-15,MANZANILLO (MX),Transship container loaded on vessel
1242,EISU9103669,2019-03-15,MANZANILLO (MX),Transship container loaded on vessel
1243,EISU9282970,2019-03-15,MANZANILLO (MX),Transship container loaded on vessel
1244,EMCU9620102,2019-03-15,MANZANILLO (MX),Transship container loaded on vessel
1245,EISU2091268,2019-04-05,SANTIAGO (CL),Empty container returned
1246,MAGU2377852,2019-04-06,SANTIAGO (CL),Empty container returned
1247,TEMU3921730,2019-04-04,SANTIAGO (CL),Empty container returned
1248,HMCU9192630,2019-04-12,SAN ANTONIO (CL),Empty container returned under damaged condition
1249,EGHU3626032,2019-04-14,SAN ANTONIO (CL),Loaded (FCL) on vessel
1250,EISU9348300,2019-04-09,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1251,HMCU9112758,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1252,TGBU5943044,2019-04-16,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1253,EGSU9106031,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1254,EISU9211745,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1255,EMCU9698224,2019-04-08,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1256,TEMU0798730,2019-04-12,SAN ANTONIO (CL),Empty container returned
1257,TEMU0481508,2019-04-14,SAN ANTONIO (CL),Loaded (FCL) on vessel
1258,EISU9204392,2019-04-05,SAN ANTONIO (CL),Empty container returned under damaged condition
1259,MAGU5132004,2019-04-05,SAN ANTONIO (CL),Empty container returned
1260,EISU2122121,2019-04-04,SAN ANTONIO (CL),Empty container returned
1261,IMTU3086405,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1262,EGHU9101397,2019-04-05,SANTIAGO (CL),Empty container returned under damaged condition
1263,EGHU9287390,2019-04-05,SANTIAGO (CL),Empty container returned
1264,EISU9449902,2019-04-05,SANTIAGO (CL),Empty container returned
1265,EISU9242279,2019-04-08,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1266,HMCU3089162,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1267,EMCU3594388,2019-04-04,SANTIAGO (CL),Empty container returned
1268,MAGU2202200,2019-04-12,SAN ANTONIO (CL),Empty container returned
1269,EGHU9489174,2019-04-13,SAN ANTONIO (CL),Loaded (FCL) on vessel
1270,EGHU5009220,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1271,EMCU5267907,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1272,CLHU8994123,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1273,MAGU5419015,2019-04-10,SANTIAGO (CL),Empty pick-up by merchant haulage
1274,EGHU9391510,2019-04-04,SANTIAGO (CL),Empty container returned
1275,MAGU5410980,2019-04-17,SAN ANTONIO (CL),Empty container returned
1276,EGHU9386366,2019-04-13,SAN ANTONIO (CL),Loaded (FCL) on vessel
1277,EGHU9388190,2019-04-13,SAN ANTONIO (CL),Loaded (FCL) on vessel
1278,EGHU9388950,2019-04-13,SAN ANTONIO (CL),Loaded (FCL) on vessel
1279,EGHU9394470,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1280,EGSU9105966,2019-04-08,SANTIAGO (CL),Empty container returned
1281,TEMU6225252,2019-04-08,SANTIAGO (CL),Empty container returned
1282,TGBU6136005,2019-04-17,SAN ANTONIO (CL),Empty container returned
1283,EGSU9161050,2019-04-05,SANTIAGO (CL),Empty container returned
1284,TGHU8561730,2019-04-09,SANTIAGO (CL),Empty pick-up by merchant haulage
1285,EISU1848716,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1286,TGBU6716575,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1287,TGBU5995599,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1288,EMCU1340152,2019-04-12,SANTIAGO (CL),Empty container returned
1289,HMCU9160308,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1290,EMCU1342659,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1291,HMCU1039223,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1292,EMCU1454263,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1293,EISU9198601,2019-04-05,SAN ANTONIO (CL),Empty container returned
1294,TEMU0485709,2019-04-09,SAN ANTONIO (CL),Empty container returned
1295,EMCU9835630,2019-04-04,SAN ANTONIO (CL),Empty container returned
1296,MAGU2200208,2019-04-09,SAN ANTONIO (CL),Loaded (FCL) on vessel
1297,EISU9122904,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1298,HMCU9000130,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1299,MAGU2316414,2019-04-17,SAN ANTONIO (CL),Loaded (FCL) on vessel
1300,EGHU3272258,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1301,EGHU3383293,2019-04-13,SAN ANTONIO (CL),Loaded (FCL) on vessel
1302,EGSU3113250,2019-04-09,SAN ANTONIO (CL),Loaded (FCL) on vessel
1303,EISU3933062,2019-04-10,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1304,EMCU6003133,2019-04-08,SAN ANTONIO (CL),Empty container returned
1305,HMCU3003425,2019-04-05,SAN ANTONIO (CL),Empty container returned
1306,MAGU2192695,2019-04-17,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1307,MAGU2321508,2019-04-04,SAN ANTONIO (CL),Empty container returned
1308,MAGU2350337,2019-04-18,SAN ANTONIO (CL),Loaded (FCL) on vessel
1309,EGHU3181944,2019-04-05,SAN ANTONIO (CL),Empty container returned
1310,MAGU5321271,2019-04-05,SAN ANTONIO (CL),Empty container returned under damaged condition
1311,TEMU6240581,2019-04-18,SAN ANTONIO (CL),Loaded (FCL) on vessel
1312,TEMU8963384,2019-04-18,SAN ANTONIO (CL),Received (FCL)
1313,EMCU9888029,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1314,MAGU2209571,2019-04-08,SAN ANTONIO (CL),Empty container returned under damaged condition
1315,EGHU9311900,2019-04-06,SAN ANTONIO (CL),Empty container returned under damaged condition
1316,EMCU9793350,2019-04-05,SAN ANTONIO (CL),Empty container returned
1317,TEMU8921476,2019-04-17,SAN ANTONIO (CL),Empty container returned
1318,EMCU9841973,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1319,TEMU6085211,2019-04-05,SAN ANTONIO (CL),Empty container returned under damaged condition
1320,TEMU6263550,2019-04-15,SAN ANTONIO (CL),Empty container returned under damaged condition
1321,TEMU6406055,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1322,IMTU9028540,2019-04-04,SAN ANTONIO (CL),Empty container returned under damaged condition
1323,TEMU6407051,2019-04-03,SAN ANTONIO (CL),Empty container returned
1324,EMCU9768656,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1325,MAGU5251180,2019-04-18,SAN ANTONIO (CL),Empty container returned
1326,TGHU6658594,2019-04-18,SAN ANTONIO (CL),Empty container returned
1327,EGHU3325044,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1328,IMTU1100675,2019-04-12,SAN ANTONIO (CL),Empty container returned
1329,EGSU1001796,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1330,EISU1864445,2019-04-12,SAN ANTONIO (CL),Empty container returned
1331,HMCU1070569,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1332,EISU2005700,2019-04-04,SAN ANTONIO (CL),Pick-up by merchant haulage
1333,EISU9390110,2019-04-03,SAN ANTONIO (CL),Pick-up by merchant haulage
1334,EISU9318245,2019-04-12,SANTIAGO (CL),Empty container returned
1335,EGHU3430498,2019-04-11,CALLAO (PE),Empty container returned
1336,IMTU3079495,2019-04-07,CALLAO (PE),Pick-up by merchant haulage
1337,EMCU1425157,2019-04-09,CALLAO (PE),Empty container returned under damaged condition
1338,IMTU9030960,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1339,EGSU1012701,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1340,EISU1627280,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1341,EISU1629169,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1342,EISU1748384,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1343,EMCU1296548,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1344,EMCU1323155,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1345,HMCU1005136,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1346,HMCU1012639,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1347,HMCU1013790,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1348,IMTU1069923,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1349,EGHU9026415,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1350,EGHU9346147,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1351,EISU9127341,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1352,EISU9160118,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1353,EISU9185728,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1354,EMCU9760172,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1355,HMCU9033155,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1356,EGHU9174731,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1357,EGHU9379897,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1358,EGSU9045595,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1359,EGSU9136967,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1360,EGSU9173512,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1361,EMCU9817792,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1362,HMCU9001939,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1363,HMCU9028550,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1364,HMCU9165280,2019-03-31,PUERTO QUETZAL (GT),Empty container returned
1365,EGHU5007021,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1366,EGSU5008090,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1367,EGSU5008459,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1368,EISU5694579,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1369,EISU5703500,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1370,EMCU5271527,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1371,EMCU5360136,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1372,EMCU5378346,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1373,EMCU5378557,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1374,EMCU5390038,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1375,EMCU5390948,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1376,EMCU5423316,2019-04-12,GUAYAQUIL (EC),Empty container returned under damaged condition
1377,EISU9365150,2019-03-31,PUERTO QUETZAL (GT),Loaded (FCL) on vessel
1378,EGHU3425357,2019-03-31,PUERTO QUETZAL (GT),Loaded (FCL) on vessel
1379,LTIU6038656,2019-04-10,GUAYAQUIL (EC),Empty container returned
1380,HMCU3066697,2019-04-11,GUAYAQUIL (EC),Empty container returned
1381,EISU2073048,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1382,EMCU9775022,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1383,EMCU3948840,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1384,EGHU9398536,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1385,EGHU9384764,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1386,EGHU9384928,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1387,EGHU3314693,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1388,EMCU6015005,2019-04-13,GUAYAQUIL (EC),Pick-up by merchant haulage
1389,EMCU3964250,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1390,EISU9219983,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1391,HMCU9161599,2019-04-13,GUAYAQUIL (EC),Pick-up by merchant haulage
1392,EISU2131463,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1393,EGHU9163470,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1394,LTIU6064906,2019-04-12,GUAYAQUIL (EC),Empty container returned
1395,EISU1768729,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1396,EMCU6031557,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1397,EGHU9328185,2019-04-12,GUAYAQUIL (EC),Empty container returned
1398,EGHU3235357,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1399,EGHU3511239,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1400,EGHU3586979,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1401,EGHU3057070,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1402,EGSU3076027,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1403,EGHU3530917,2019-04-14,GUAYAQUIL (EC),Empty container returned under damaged condition
1404,EGHU3666457,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1405,EGSU3070749,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1406,EGHU3406110,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1407,EGHU3208984,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1408,EGHU3236230,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1409,EGHU3308659,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1410,EGHU3308793,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1411,EGHU3488782,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1412,EISU2248892,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1413,EGHU3257510,2019-04-15,GUAYAQUIL (EC),Pick-up by merchant haulage
1414,HMCU3075106,2019-04-11,GUAYAQUIL (EC),Pick-up by merchant haulage
1415,EISU2242235,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1416,EMCU5310900,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1417,EGSU9053327,2019-04-11,GUAYAQUIL (EC),Pick-up by merchant haulage
1418,HMCU9172612,2019-04-10,GUAYAQUIL (EC),Discharged (FCL)
1419,EISU5680256,2019-04-14,GUAYAQUIL (EC),Empty container returned under damaged condition
1420,EISU5688848,2019-04-11,GUAYAQUIL (EC),Pick-up by merchant haulage
1421,EISU5702611,2019-04-11,GUAYAQUIL (EC),Pick-up by merchant haulage
1422,EISU5703388,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1423,EMCU5426906,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
